ID;Aktywny (0 lub 1);Nazwa;Kategorie (x,y,z…);Cena zawiera podatek. (brutto);ID reguły podatku;Koszt własny;W sprzedaży (0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia (rrrr-mm-dd);Rabat do dnia (rrrr-mm-dd);Indeks #;Kod dostawcy #;Dostawca;Marka;EAN13;UPC;Ecotax;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi (x,y,z…);Meta-tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia (0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę (0 = Nie, 1 = Tak);Adresy URL zdjęcia (x,y,z…);Tekst alternatywny dla zdjęć (x,y,z…);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online (0 = Nie, 1 = Tak);Stan:;Konfigurowalny (0 = Nie, 1 = Tak);Można wgrywać pliki (0 = Nie, 1 = Tak);Pola tekstowe (0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt (0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia (rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria (x,y,z…)
276;1;FERLENA V PND-28343-5A Italux;ŻYRANDOLE;519.99;1;;0;;;;;;;;Italux;;;;;;;;;;30;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Italux</dd><dt>Nr katalogowy:</dt><dd>PND-28343-5A</dd><dt>EAN:</dt><dd>5900644316367</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło, abażur</dd><dt>Wysokość</dt><dd>max 80 cm</dd><dt>Średnica</dt><dd>54 cm</dd><dt>Źródło światła</dt><dd>5 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Italux;Meta title-276;Meta keywords-276;Meta description-276;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/PND-28343-5A.jpg, https://www.imperiumlamp.pl/files/producers/logo_italux.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
277;1;ASPEN PND-31186-6A-ABR Italux;ŻYRANDOLE;1240.00;1;;0;;;;;;;;Italux;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Italux</dd><dt>Nr katalogowy:</dt><dd>PND-31186-6A-ABR</dd><dt>EAN:</dt><dd>5900644316978</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 120 cm</dd><dt>Średnica</dt><dd>60.5 cm</dd><dt>Źródło światła</dt><dd>6 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Italux;Meta title-277;Meta keywords-277;Meta description-277;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/PND-31186-6A-ABR.jpg, https://www.imperiumlamp.pl/files/producers/logo_italux.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
278;1;ASPEN PND-31186-6A-BL Italux;ŻYRANDOLE;922.00;1;;0;;;;;;;;Italux;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Italux</dd><dt>Nr katalogowy:</dt><dd>PND-31186-6A-BL</dd><dt>EAN:</dt><dd>5900644316954</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 120 cm</dd><dt>Średnica</dt><dd>60.5 cm</dd><dt>Źródło światła</dt><dd>6 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Italux;Meta title-278;Meta keywords-278;Meta description-278;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/PND-31186-6A-BL.jpg, https://www.imperiumlamp.pl/files/producers/logo_italux.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
279;1;ASPEN PND-31186-6A-CH Italux;ŻYRANDOLE;1109.00;1;;0;;;;;;;;Italux;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Italux</dd><dt>Nr katalogowy:</dt><dd>PND-31186-6A-CH</dd><dt>EAN:</dt><dd>5900644316961</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 120 cm</dd><dt>Średnica</dt><dd>60.5 cm</dd><dt>Źródło światła</dt><dd>6 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Italux;Meta title-279;Meta keywords-279;Meta description-279;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/PND-31186-6A-CH.jpg, https://www.imperiumlamp.pl/files/producers/logo_italux.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
280;1;LACKO 9 zwis 100659 Markslojd;ŻYRANDOLE;11199.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;15;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>100659</dd><dt>EAN:</dt><dd>7394472192732</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, kryształki</dd><dt>Wysokość</dt><dd>239 cm</dd><dt>Średnica</dt><dd>66 cm</dd><dt>Źródło światła</dt><dd>9 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-280;Meta keywords-280;Meta description-280;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/Lacko_100659_Markslojd.jpg, https://www.imperiumlamp.pl/files/producers/Markslojd_logo_w_Imperiumlamp.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
281;1;LARKIN olde bronze KL-LARKIN-P-M-OZ Kichler;ŻYRANDOLE;1466.78;1;;0;;;;;;;;Kichler;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Kichler</dd><dt>Nr katalogowy:</dt><dd>KL-LARKIN-P-M-OZ</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>56.5 cm + (183 cm of chain)</dd><dt>Szerokość</dt><dd>30 cm</dd><dt>Źródło światła</dt><dd>3 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Kichler;Meta title-281;Meta keywords-281;Meta description-281;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/larkin_kichler_pm_oz.jpg, https://www.imperiumlamp.pl/files/producers/kichler.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
282;1;TALIA ⌀72 MOD334-PL-08-N Maytoni;ŻYRANDOLE;1555.83;1;;0;;;;;;;;Maytoni;;;;;;;;;;6-12;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Maytoni</dd><dt>Nr katalogowy:</dt><dd>MOD334-PL-08-N</dd><dt>EAN:</dt><dd>4251110020396</dd><dt>Wysyłka:</dt><dd>6-12 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, abażur</dd><dt>Wysokość</dt><dd>51 cm + (40 cm of chain)</dd><dt>Szerokość</dt><dd>77 cm</dd><dt>Źródło światła</dt><dd>8 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Maytoni;Meta title-282;Meta keywords-282;Meta description-282;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/f9292bcd166dadb1cfdcd1103b2c5827.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
283;1;KRAGEHOLM 3 zwis 100602 Markslojd;ŻYRANDOLE;2399.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;184;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>100602</dd><dt>EAN:</dt><dd>7394472180418</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, kryształki</dd><dt>Wysokość</dt><dd>202 cm</dd><dt>Średnica</dt><dd>50 cm</dd><dt>Źródło światła</dt><dd>3 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-283;Meta keywords-283;Meta description-283;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/krageholm_markslojd_arrange.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
284;1;ABBEY silver sand FE-ABBEY3 Feiss;ŻYRANDOLE;1792.73;1;;0;;;;;;;;Feiss;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Feiss</dd><dt>Nr katalogowy:</dt><dd>FE-ABBEY3</dd><dt>EAN:</dt><dd>5024005608103</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, abażur</dd><dt>Wysokość</dt><dd>53 cm</dd><dt>Średnica</dt><dd>48 cm</dd><dt>Źródło światła</dt><dd>3 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Feiss;Meta title-284;Meta keywords-284;Meta description-284;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/Abbey_Elstead_Lighting_3ch.jpg, https://www.imperiumlamp.pl/files/producers/Feiss_logo.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
285;1;ABBEY silver sand FE-ABBEY5 Feiss;ŻYRANDOLE;2444.63;1;;0;;;;;;;;Feiss;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Feiss</dd><dt>Nr katalogowy:</dt><dd>FE-ABBEY5</dd><dt>EAN:</dt><dd>5024005608202</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, abażur</dd><dt>Wysokość</dt><dd>62 cm</dd><dt>Średnica</dt><dd>66 cm</dd><dt>Źródło światła</dt><dd>5 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Feiss;Meta title-285;Meta keywords-285;Meta description-285;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/feiss_abbey5.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
286;1;ADONIS dark cherry QZ-ADONIS5 Quoizel;ŻYRANDOLE;2281.65;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-ADONIS5</dd><dt>EAN:</dt><dd>5024005593003</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>min. 69 cm - max. 312.8 cm</dd><dt>Średnica</dt><dd>66 cm</dd><dt>Źródło światła</dt><dd>5 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-286;Meta keywords-286;Meta description-286;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/adonis_5_zwis_elstead_lighting.jpg, https://www.imperiumlamp.pl/files/100/adonis_5_zwis_elstead_lighting_3.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
287;1;EASTAVALE palladian bronze QZ-EASTVALE-P-S Quoizel;ŻYRANDOLE;733.39;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EASTVALE-P-S</dd><dt>EAN:</dt><dd>502400514301</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>100 cm</dd><dt>Średnica</dt><dd>20 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-287;Meta keywords-287;Meta description-287;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/eastvale_zwis_S_quoizel.jpg, https://www.imperiumlamp.pl/files/100/eastvale_zwis_S_quoizel_3.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
288;1;EASTAVALE palladian bronze QZ-EASTVALE-P-M Quoizel;ŻYRANDOLE;1303.80;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EASTVALE-P-M</dd><dt>EAN:</dt><dd>5024005314202</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>110 cm</dd><dt>Średnica</dt><dd>37 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-288;Meta keywords-288;Meta description-288;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/eastvale_zwis_M_quoizel.jpg, https://www.imperiumlamp.pl/files/100/eastvale_zwis_M_quoizel_3.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
289;1;EMERY imperial silver QZ-EMERY-P-S-IS Quoizel;ŻYRANDOLE;1075.64;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY-P-S-IS</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 98 cm</dd><dt>Średnica</dt><dd>20 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-289;Meta keywords-289;Meta description-289;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_imperial_silver_SM_2.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
290;1;EMERY palladian bronze QZ-EMERY-P-S-PN Quoizel;ŻYRANDOLE;814.88;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY-P-S-PN</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 98 cm</dd><dt>Średnica</dt><dd>20 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-290;Meta keywords-290;Meta description-290;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_palladin_bronze_SM.jpg, https://www.imperiumlamp.pl/files/producers/logo_quoizel.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
291;1;EMERY imperial silver QZ-EMERY-P-M-IS Quoizel;ŻYRANDOLE;1727.54;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY-P-M-IS</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 104 cm</dd><dt>Średnica</dt><dd>34 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 100W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-291;Meta keywords-291;Meta description-291;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_imperial_silver_PM.jpg, https://www.imperiumlamp.pl/files/producers/logo_quoizel.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
292;1;EMERY palladian bronze QZ-EMERY-P-M-PN Quoizel;ŻYRANDOLE;1466.78;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY-P-M-PN</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 104 cm</dd><dt>Średnica</dt><dd>34 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 100W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-292;Meta keywords-292;Meta description-292;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_palladin_bronze_PM.jpg, https://www.imperiumlamp.pl/files/producers/logo_quoizel.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
293;1;EMERY palladian bronze QZ-EMERY3P-PN Quoizel;ŻYRANDOLE;4889.25;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY3P-PN</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 131 cm</dd><dt>Szerokość</dt><dd>136 cm</dd><dt>Źródło światła</dt><dd>3 x E27 max 100W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-293;Meta keywords-293;Meta description-293;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_palladin_bronze_3_1.jpg, https://www.imperiumlamp.pl/files/100/emery_quoizel_palladin_bronze_3_2.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
294;1;EMERY imperial silver QZ-EMERY3P-IS Quoizel;ŻYRANDOLE;5182.61;1;;0;;;;;;;;Quoizel;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Quoizel</dd><dt>Nr katalogowy:</dt><dd>QZ-EMERY3P-IS</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>max 131 cm</dd><dt>Szerokość</dt><dd>136 cm</dd><dt>Źródło światła</dt><dd>3 x E27 max 100W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Quoizel;Meta title-294;Meta keywords-294;Meta description-294;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/emery_quoizel_imperial_silver_3.jpg, https://www.imperiumlamp.pl/files/producers/logo_quoizel.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
295;1;ALSTON charcoal brick FE-ALSTON3 Feiss;ŻYRANDOLE;1792.73;1;;0;;;;;;;;Feiss;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Feiss</dd><dt>Nr katalogowy:</dt><dd>FE-ALSTON3</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>max 206 cm</dd><dt>Średnica</dt><dd>31 cm</dd><dt>Źródło światła</dt><dd>3 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Feiss;Meta title-295;Meta keywords-295;Meta description-295;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/alston_3_ch_feiss_ara2.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
296;1;ALSTON charcoal brick FE-ALSTON5 Feiss;ŻYRANDOLE;2379.44;1;;0;;;;;;;;Feiss;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Feiss</dd><dt>Nr katalogowy:</dt><dd>FE-ALSTON5</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>max 220 cm</dd><dt>Średnica</dt><dd>61 cm</dd><dt>Źródło światła</dt><dd>5 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Feiss;Meta title-296;Meta keywords-296;Meta description-296;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/YBRRgWJA.jpeg.jpg, https://www.imperiumlamp.pl/files/100/alston_5_ch_ara_feiss.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
297;1;ARGENTO oxidized silver leaf FE-ARGENTO-P Feiss;ŻYRANDOLE;1548.26;1;;0;;;;;;;;Feiss;;;;;;;;;;6-10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Feiss</dd><dt>Nr katalogowy:</dt><dd>FE-ARGENTO-P</dd><dt>Wysyłka:</dt><dd>6-10 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, szkło</dd><dt>Wysokość</dt><dd>53 cm</dd><dt>Średnica</dt><dd>31 cm</dd><dt>Źródło światła</dt><dd>3 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Feiss;Meta title-297;Meta keywords-297;Meta description-297;klasyczne-lampy-i-zyrandole,32;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/argento_feiss.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
298;1;HAPPY FARM 1 2288 Nowodvorski;DZIECIĘCE;8.30;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;72;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>2288</dd><dt>EAN:</dt><dd>5903139228893</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>szkło, metal</dd><dt>Wysokość</dt><dd>22 cm</dd><dt>Szerokość</dt><dd>15 cm</dd><dt>Źródło światła</dt><dd>1 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-298;Meta keywords-298;Meta description-298;lampki-dzieciece-lampy-do-pokoju-dziecka,24;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/2288.jpg, https://www.imperiumlamp.pl/files/producers/nowodvorski-logo-n.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
